id,group,nimbus-elites,elegant-enigma-alliance,urban-lifestyle,budget,comfort,luxury
9e3652ff-7b73-41eb-b9d1-b593d8c1de37,3,1,0,0,1,0,0
098b8fb7-25d4-41fc-bd72-7dafda2dc7b6,5,0,1,0,1,0,0
b882f12e-e610-4c8c-bd2f-6254a0d637f0,5,1,0,0,1,0,0
df97bf0d-8df3-4537-b1fb-7ca79a2057fb,5,0,1,0,1,0,0
d76afdb0-13da-47dd-b775-5a5c5c9aa972,4,0,0,1,0,0,1
d067f39d-ce60-49bf-92c5-7284c9357319,5,0,1,0,0,0,1
5e1b9b1c-6424-4c9b-b0f6-0f7b0699cc38,3,1,0,0,0,0,1
8c7f4661-3e69-43ca-ab90-3df9e541ca95,3,1,0,0,0,0,1
0e27d3ae-3792-4f44-81d6-2838967e5e84,3,0,1,0,1,0,0
cbd45298-5725-4973-8ba8-be0c49879211,4,0,1,0,1,0,0
797709d3-254e-432a-863b-089906d14881,4,1,0,0,1,0,0
833ff149-ec66-4842-a62a-6246a784b2b9,5,0,0,1,0,1,0
158be85d-d4ce-451b-88f6-1dd4d26de159,5,1,0,0,0,0,1
e1321a31-8c04-4f3a-a221-807ecfe112e6,3,1,0,0,0,0,1
3c7b7ceb-da66-4d35-9fdb-d165a100d32d,5,1,0,0,0,0,1
10954c69-aa4c-4c82-bc6c-00028bd44b0b,5,0,0,1,0,0,1
3ae38b05-802c-4bca-b0e2-0cd28a7090d0,5,1,0,0,1,0,0
d8226401-a4d5-4a4c-aec6-7ca3a7d22f85,4,1,0,0,0,0,1
97e32850-fd07-4758-8a84-cc1b9add34f9,5,0,0,1,0,1,0
cfba0282-15a5-45e1-aaad-272bd36bbae9,4,0,1,0,0,0,1
56e80a05-ddcd-4f5a-bb17-0b8855994d1f,4,0,1,0,0,0,1
2dd9f2a8-1aac-4b26-8838-c9006786d0d9,1,1,0,0,1,0,0
2e16d49c-1245-4e07-ac4e-4f033aedecb0,5,0,1,0,1,0,0
d28ae543-b988-48c0-b37c-72ac21bf08bc,5,1,0,0,0,0,1
2738cae4-efb7-47b0-bee2-dd76045c5959,5,1,0,0,0,0,1
555ff04d-d1ad-4f68-8e94-4beb396a5647,3,0,1,0,0,0,1
e1e6e11e-6195-4361-b6de-7dd82139ff72,3,0,1,0,1,0,0
78bc06e9-892b-4829-8efa-247e392211c9,2,1,0,0,1,0,0
d60fa00b-23b2-40d5-8aee-2011190e6b41,4,0,0,1,1,0,0
215aa5e4-3adf-4fd9-b5d4-ee9492fa1463,5,0,1,0,0,0,1
45044c4c-a57d-4e36-b653-eae034fecb13,4,0,0,1,0,1,0
cd6069d1-d126-4b32-9a14-13f1aaf7ccad,4,1,0,0,0,0,1
18b7b0f4-d3ed-449a-aeb7-83aabd5fe664,4,1,0,0,0,0,1
f66d7a97-06c6-4ef1-b1e8-d15cf03228a6,5,0,0,1,1,0,0
a0b3a1a7-08b7-4701-8627-cf8111e5d101,5,0,0,1,0,1,0
0dab8799-8072-4d77-b7e3-5a450420daae,2,1,0,0,0,0,1
f9bc4093-00c9-48f3-b212-2b2dbe9118b2,4,0,0,1,1,0,0
0fa186cf-58d1-4e67-b259-a4401b69a53f,2,1,0,0,0,0,1
e3abf8a5-817d-41fe-8856-f28e9d532ec0,3,0,1,0,0,0,1
aa50c6c2-f0df-4155-9d66-1a7f86fd9693,4,0,1,0,0,0,1
966cc38a-4f9a-4eda-9049-52a6a4ad90be,4,0,0,1,0,1,0
934e54b5-f16e-4115-a8ad-8c8f24629a31,4,0,0,1,0,1,0
34059236-1377-4de2-a56a-6f2386f74c8b,5,0,0,1,1,0,0
0f152102-8562-44a2-a965-1005f5f5555a,3,0,0,1,1,0,0
42f7e2b3-6084-41ae-886e-eea309a2b986,4,0,0,1,0,0,1
cf9b704c-c27c-4879-99b5-93aa64f507ed,5,0,0,1,1,0,0
34cb7627-d65e-4879-8a14-72bf306bd4ba,4,0,0,1,0,0,1
97efdb09-fbef-4689-a3ef-7e2bd70f6a14,4,0,0,1,1,0,0
181cc05f-a426-4c13-b059-fdd0034d9502,4,0,0,1,1,0,0
ec359ece-8511-4d07-9b2b-39ff609739b5,5,0,0,1,0,1,0
c648e5a8-73a4-48ac-a6cd-6486d6a378e6,4,0,0,1,0,1,0
68d61c8a-eea2-4d64-afd4-6ce4ad91dc24,5,0,1,0,0,0,1
97634d59-4436-40dd-b378-6e9dcf980738,5,0,0,1,0,0,1
6f1eb9eb-8471-4955-b356-46b418a80374,4,0,0,1,0,1,0
3223f290-1603-42d4-908e-77d6c90cfc86,4,0,1,0,0,0,1
7058fe72-b5b8-4e98-be7f-2e1fd7341e70,5,0,0,1,0,0,1
f6ed6268-2df6-4b54-a546-b88378a85eba,5,0,1,0,1,0,0
c688fc5d-63df-44f9-908c-6ba2466dec53,4,1,0,0,0,0,1
46441d86-8907-4cae-9895-2eb4dd5bb85a,4,0,0,1,0,0,1
77170939-cc31-4301-af06-3f43cfd6624f,3,1,0,0,1,0,0
c7f0f247-8ca0-4628-a1d7-2e4e2740ea78,4,1,0,0,0,0,1
2282278e-e838-4443-8c55-855039873c41,4,0,0,1,0,0,1
c1109e1c-b59f-44f3-8a92-7390dfb17ee3,4,0,1,0,1,0,0
4ad3a91b-eef6-4e11-bffb-7a005d90847b,3,0,0,1,1,0,0
99e00eb8-395d-4184-8a32-903f33483cab,4,0,1,0,1,0,0
db458b77-f71e-4ce7-af1d-72c9341d0d51,4,0,1,0,1,0,0
8c130167-a3a3-4643-be48-4ac1b534876b,5,0,0,1,0,0,1
fc174cdc-ddc0-4a65-936c-9b8ebd5e99a4,1,0,1,0,1,0,0
80cfe527-2a81-440f-abcc-8937d442ef39,5,0,0,1,0,1,0
ce6ef94d-9272-4d84-bc40-0e0974b63924,5,0,0,1,1,0,0
050bd440-e11f-408e-8945-06206673c1d4,3,1,0,0,1,0,0
6f32157d-294e-4d66-b967-2a4808893462,5,1,0,0,0,0,1
5e89bd57-1656-4467-b04c-e4eefec2dd8d,4,0,0,1,1,0,0
a467f460-fe8c-41ab-8364-20b150739ce9,5,0,1,0,0,0,1
cea261d2-20ea-4dc4-957c-91ff15567cfd,5,0,0,1,0,1,0
49f47520-33d9-45ae-8531-29ad2669df3d,5,1,0,0,0,0,1
fc5e0694-d203-414e-ae8f-66805b0f554b,4,0,1,0,0,0,1
32662edd-4267-4abd-bdd9-30de837c3dfa,3,1,0,0,1,0,0
89faeb15-6724-4ee7-b10d-1471b3ebc1df,3,0,1,0,0,0,1
db0f7990-ff21-4201-8639-cb07a9afff88,5,0,1,0,0,0,1
fd2eb6b7-9070-455b-9b53-e0e1dcc34ef0,5,0,1,0,0,0,1
a8183618-3eff-42bd-a425-1d32b4373811,1,0,1,0,1,0,0
5c6145b9-81da-4846-993d-2d3727876f51,3,1,0,0,0,0,1
0d1a06df-1b8f-4ff4-a5e2-73b9a2123845,5,1,0,0,0,0,1
892aee44-3f84-4b36-af72-e402e8e64ced,3,1,0,0,1,0,0
13c62579-a7e9-4790-a4cd-ec36b7ceaeb7,5,0,0,1,0,1,0
e17172fb-8f30-4c72-bb42-f7818b1f8d03,5,0,1,0,1,0,0
cd15b211-698a-44b0-acbc-015d9c7a152d,2,0,0,1,0,0,1
9bd082d3-d941-401b-9a22-bf12793fd027,4,1,0,0,1,0,0
546a53c6-8c63-4c6d-a7eb-cdd74c04b219,4,0,0,1,0,1,0
18b11a5d-2496-40e4-8f8a-0a0398c5f19e,5,0,0,1,0,1,0
66220592-92c8-41e6-aa4d-92015491dc7d,5,0,0,1,0,0,1
ec64cd02-ca73-4307-bf07-682a9b7059bf,4,1,0,0,0,0,1
980ecb88-3501-4825-b363-d80c9e0be973,4,1,0,0,1,0,0
8a88e616-fa92-4e5a-b614-92cda6c59404,5,1,0,0,0,0,1
4d89b978-50fd-4f95-ac9c-ee77f9a3f6ce,5,0,0,1,1,0,0
d17414d0-1fcb-44c6-b522-2e5561eafa19,5,0,1,0,0,0,1
a97a8114-f991-475f-89f8-5e1aa453b157,4,0,1,0,0,0,1
5f3b84c3-5f1f-451a-a053-0e31b90b22ed,3,0,0,1,1,0,0
c0676ba9-ebf8-4495-9e8c-8a3ea4db573b,4,0,1,0,0,0,1
f6875a81-54a7-49a5-91f0-085e52313d54,4,0,0,1,0,0,1
6db0becf-9f91-4318-a2d1-3c43f2b45f8b,1,0,1,0,1,0,0
5c434685-f470-4ede-ad87-07593863b966,5,0,0,1,0,0,1
f5e052c5-26d4-4b22-a54e-14f1884b83fb,3,0,1,0,0,0,1
799b31b0-4e38-47ad-848f-354e572828fa,3,1,0,0,0,0,1
7d2ca0b5-8108-400a-b8b7-94e7d58b1e14,5,0,0,1,0,0,1
c34a57ac-6412-47dc-92ac-05248d9c2052,4,0,1,0,0,0,1
a9f6a707-8e82-40ae-939e-faa6ba9c1d2c,3,0,0,1,1,0,0
309f40ab-95ab-455f-b8c7-10fa0069285c,4,1,0,0,0,0,1
28248686-b9ee-4e0a-b345-811504bbe4de,5,0,1,0,1,0,0
7776b2d0-a02f-405b-8e53-b239234e2c9b,5,0,0,1,0,1,0
ebcb6519-66e7-490b-aade-94643607602a,4,0,0,1,1,0,0
51ce6f59-34e8-4a76-bbcb-2f01ebabfa66,4,0,0,1,1,0,0
e66176dd-cbf0-415d-a143-7c6551432d4c,2,0,0,1,1,0,0
6271756c-dbe4-4677-80e5-5f39c1e910d0,4,0,1,0,0,0,1
47ac30b9-d377-4635-a5f6-b879fa764062,2,0,1,0,0,0,1
a1aff73f-3e59-4b39-bfe3-eec9a7b86259,4,1,0,0,0,0,1
20bc6934-91e0-480b-82f6-f81ccd1d6024,5,0,0,1,0,0,1
afef2027-4480-48a3-b479-4367c6e6878c,4,0,0,1,0,0,1
1428d8fa-9f0f-4f44-8448-07e56df03772,5,0,0,1,0,0,1
03db233d-8259-45bc-b813-ff8f39a868e4,4,0,0,1,0,0,1
14e68f3c-0fe7-452e-ab9d-bf867eaba1a0,4,0,0,1,1,0,0
28a0b264-5d8d-45d7-96e1-b0451304d263,4,0,1,0,1,0,0
989c37cd-f5de-495f-8520-070c075c497f,4,1,0,0,0,0,1
93012bcd-a17d-4eb6-a811-c57fa8f733ef,4,0,0,1,0,1,0
66bf1379-b100-4113-9fe8-87feabceb86c,1,0,1,0,1,0,0
0906f7c2-81ee-44bb-891a-4744c52f61e2,5,1,0,0,1,0,0
af2fc1d3-52bc-4200-9d16-05c7d89183f5,4,1,0,0,0,0,1
e15e4cd6-cce2-4a38-b803-90fca3fb40d6,3,0,1,0,0,0,1
8cc89504-3c23-4ce3-8941-e5d25278c48c,4,0,0,1,0,1,0
248ed980-cc9d-4cb7-b3bc-3cc0212b02c8,4,0,0,1,0,1,0
c005196c-8c85-459a-ba60-e7c77ffef4ca,5,0,1,0,0,0,1
bde9c6d2-9fab-4a6c-a2f1-c7da444411a9,5,0,0,1,1,0,0
a7d1f896-2465-45fa-a226-3016d374b05a,5,1,0,0,1,0,0
94c4beee-2247-4f09-b1b7-592698dc9cb9,4,1,0,0,1,0,0
e8c6e0f7-02a8-41fc-aace-531490e554d6,3,0,1,0,1,0,0
3feebd67-5b2b-4847-b204-36b1c273e844,4,0,1,0,0,0,1
012c3156-3334-4f5e-a37d-d05287cd9807,5,0,0,1,0,1,0
1d08b747-de56-47e8-98bc-b51b0f4dbf48,4,0,1,0,1,0,0
271b65b4-1e53-463f-a16b-c2d2b8c04274,3,0,0,1,0,0,1
a08892f0-a1bb-42a8-92f5-8a6b7cb37a1a,5,0,0,1,0,1,0
4a422f48-a07d-4ebf-99a6-f9a84f8a4c19,4,0,1,0,0,0,1
c9bf445b-a6ca-40be-94f8-0c432525e766,2,1,0,0,1,0,0
0fdb001a-b251-4cb3-a75a-0f33aa23ea9d,3,0,1,0,1,0,0
70632a63-a0b4-41d3-a337-29d33eda8ca4,4,0,1,0,0,0,1
1bd11f6c-3223-4840-9d28-5a74b01f5555,5,0,0,1,1,0,0
a8363de7-24bb-4d34-936f-e3e80a564d95,4,1,0,0,0,0,1
1190ba7b-6899-48ac-aa11-d19841bdadf8,1,0,1,0,0,0,1
14880ad3-5c6b-456a-a9e0-9c0612cb73a9,5,0,1,0,0,0,1
1fd0d02d-57e4-4006-95cd-bc394ba1be57,3,0,1,0,1,0,0
db96af1e-440a-4185-a0b8-b210c185e90c,2,0,0,1,0,0,1
9922d3d0-b585-409d-bab5-57941fae542b,5,0,0,1,0,0,1
c8f29488-88ea-4b62-a3ac-595438acdecc,1,0,1,0,1,0,0
3d0dc7ac-caf9-4972-879a-9e041a3e9a83,3,1,0,0,0,0,1
7030224e-4fff-46ee-a97a-b0ad1e12c9f6,4,0,0,1,0,1,0
a0ee1b57-a524-4222-a50c-db4b8085fc46,5,0,1,0,0,0,1
85bc819d-5846-4ce3-ad4f-caeb4ebfb9a9,4,0,0,1,0,1,0
df0ebc14-4b29-4cb1-86a5-baac0ba1d892,5,1,0,0,0,0,1
d0e4681f-fa92-4463-b16b-8283b4825077,4,0,0,1,0,0,1
3810de06-5dc7-43c4-8e2f-beb65742b2c3,4,0,0,1,0,0,1
9e3652ff-7b73-41eb-b9d1-b593d8c1de37,2,0,1,0,1,0,0
098b8fb7-25d4-41fc-bd72-7dafda2dc7b6,4,0,1,0,1,0,0
d76afdb0-13da-47dd-b775-5a5c5c9aa972,5,0,0,1,0,0,1
aff136f1-d357-47bc-8254-b09cf9c75289,1,0,0,1,0,0,1
0e7368a7-ebb4-4ffc-957c-b6a8ed62cfb1,4,1,0,0,0,0,1
34a910bf-2642-475f-96af-4911807bb4a5,2,0,0,1,1,0,0
e17d39a5-5ec6-42d9-aeae-4be831997934,2,1,0,0,1,0,0
95b4b456-1723-4d33-97c2-040f2bf067fc,3,1,0,0,0,0,1
ebaf9ef0-a050-41d8-b573-f3ce419cf7e2,4,1,0,0,1,0,0
31ca05dd-5d3d-48fd-9af7-67afbb376f7e,5,0,1,0,0,0,1
1edf84e8-b78e-48e9-986f-252ae8b60f3f,5,0,0,1,0,1,0
21029919-0f5e-4509-b10a-2e62c32ff53d,5,0,0,1,0,1,0
31f41148-d872-49d1-a734-1416fa6af544,4,0,0,1,0,0,1
cbd45298-5725-4973-8ba8-be0c49879211,4,0,1,0,1,0,0
820a9326-fb89-426d-a762-d9ca0da3c517,5,0,1,0,1,0,0
63bb30ea-0339-41fe-b5e1-fc0042bc38a3,4,0,0,1,0,0,1
ce23dec9-de4c-4d6b-bb96-7c9d0b69a5e4,4,0,0,1,1,0,0
1d60f847-935b-4758-96ba-79571e981fc9,5,0,0,1,0,0,1
df951da8-21b7-461c-a9d6-3919da31b90d,5,1,0,0,0,0,1
4e99c807-b8b8-464c-9f94-791cd9ed6c93,4,0,0,1,0,0,1
1b1248f8-c2fd-46f7-b4a7-f756831ceffd,2,0,0,1,0,0,1
10954c69-aa4c-4c82-bc6c-00028bd44b0b,4,0,0,1,0,0,1
cb8491f7-80f9-48d3-be3d-e2c7814513f6,4,0,0,1,0,1,0
f43b0c80-46ab-443e-9f5b-6ac94b703afd,4,0,0,1,0,0,1
4a127d80-e397-4a09-a42c-c281ead29e20,4,0,1,0,0,0,1
f6b91dd1-539f-4afc-80df-d0a771f73d8e,3,0,1,0,1,0,0
3a5453dc-5f45-4626-b950-90125de073ba,4,0,1,0,0,0,1
846a301b-f2f0-4c85-aeb4-9e08a3512393,5,0,0,1,0,1,0
555ff04d-d1ad-4f68-8e94-4beb396a5647,4,0,1,0,0,0,1
e1e6e11e-6195-4361-b6de-7dd82139ff72,4,0,1,0,1,0,0
cb08a014-3383-4eae-9d28-6da9b9796f10,5,0,0,1,0,1,0
00922174-5a78-41d4-9220-4207c17dd504,4,1,0,0,0,0,1
3b59459a-57d8-45db-92d3-0e33a1acd5fa,5,0,0,1,1,0,0
031b57df-6675-4fc7-936f-52fc1e22c1f7,4,0,0,1,0,1,0
d0e2cdc3-eb69-419c-9a0f-dc38d0768a41,3,0,1,0,1,0,0
074219fd-5607-4506-8cc0-58f82882f9d8,4,1,0,0,0,0,1
0dab8799-8072-4d77-b7e3-5a450420daae,1,0,1,0,0,0,1
a55f6608-ab74-458d-b534-f20196dbe834,5,0,1,0,0,0,1
4bb9f6ba-f4d6-4e1f-8579-e72ed4b44000,4,1,0,0,0,0,1
0fa186cf-58d1-4e67-b259-a4401b69a53f,4,0,1,0,0,0,1
09dd54ab-af41-4e70-ab99-d623d9248aa3,2,0,0,1,1,0,0
f26cef7c-55a7-4852-a019-55481446d73a,4,0,1,0,0,0,1
0f152102-8562-44a2-a965-1005f5f5555a,3,0,0,1,1,0,0
34cb7627-d65e-4879-8a14-72bf306bd4ba,3,0,0,1,0,0,1
97efdb09-fbef-4689-a3ef-7e2bd70f6a14,4,0,0,1,1,0,0
ceb79fc5-69c0-4fdf-be21-ec0f8e83a41f,5,1,0,0,1,0,0
fe7a652a-58f7-47c3-a897-678c07c57c46,4,0,0,1,1,0,0
41f90199-8b96-42ab-a75f-4fef4e8a5d8d,4,0,1,0,0,0,1
19e0942d-8296-4287-8524-c7157955f769,4,0,0,1,1,0,0
6f422c0a-4ee6-43e8-a677-f6a246b50512,4,1,0,0,0,0,1
3223f290-1603-42d4-908e-77d6c90cfc86,4,0,1,0,0,0,1
73e81f15-a631-45f6-b43c-4639274cee4c,3,1,0,0,0,0,1
4ed8b9b5-3bea-4b39-a027-ae1863c5eeef,5,0,0,1,0,1,0
7058fe72-b5b8-4e98-be7f-2e1fd7341e70,5,0,0,1,0,0,1
bc57dbbe-596c-4f49-b5a1-5a4ad21291a6,4,0,0,1,0,0,1
7dc39a83-194f-466d-9f87-6633ea9efa31,3,0,0,1,1,0,0
72ade8bf-ac23-4cb1-889d-5b864cabf105,4,1,0,0,1,0,0
78ecc592-8961-4265-9a3b-fa6787319a4d,4,0,0,1,1,0,0
d8dc8e61-efa5-4ea4-8f5b-4200effa0121,3,1,0,0,0,0,1
c5b75a0e-733f-4d78-8e96-ff3f2713d830,5,0,0,1,0,0,1
2282278e-e838-4443-8c55-855039873c41,5,0,0,1,0,0,1
493b1ba9-536d-4b73-81ca-0af45440623c,5,1,0,0,0,0,1
ad91ec59-5958-4dbd-b5a7-09e21882c09e,4,0,0,1,0,1,0
f62da918-4dae-4586-93fb-9bc4e440757e,4,0,1,0,0,0,1
e0731ef0-4d5e-4425-80ff-edb18f25b2b4,4,1,0,0,1,0,0
c5e11664-9dc2-4570-be62-09e39a1b4ae1,3,0,1,0,0,0,1
db458b77-f71e-4ce7-af1d-72c9341d0d51,2,0,1,0,1,0,0
908d64c2-3b4f-468d-b4ad-2f3e4e5ea4cf,4,1,0,0,0,0,1
04ec973a-bece-4bfb-aeb6-5b24b33613f8,5,1,0,0,0,0,1
5621a13a-3e1d-40ff-ab23-5b2d369c392a,3,0,0,1,1,0,0
8378043f-4eb3-4056-84b5-e295256709c9,5,1,0,0,1,0,0
5e89bd57-1656-4467-b04c-e4eefec2dd8d,2,0,0,1,1,0,0
a467f460-fe8c-41ab-8364-20b150739ce9,4,1,0,0,0,0,1
77076296-f350-43f6-a9e5-50b6a7e92aff,4,0,0,1,0,1,0
ccd0625c-fe60-45c4-a79e-7c6b2a987170,5,1,0,0,0,0,1
b9fc8d76-e07c-4174-a06c-902d05b2420c,4,0,1,0,1,0,0
84aedcb4-b018-4e37-b076-a013780bbe6e,3,1,0,0,1,0,0
7bb8f6ab-4e1f-43e2-802c-cb4e9e072f98,3,0,1,0,1,0,0
980ecb88-3501-4825-b363-d80c9e0be973,2,1,0,0,1,0,0
72172ab9-9fdb-42dc-aec7-760b2f9ada6a,5,0,0,1,0,0,1
be951d6b-b466-46cb-a22f-5abf56dff167,4,0,0,1,1,0,0
8a88e616-fa92-4e5a-b614-92cda6c59404,4,0,0,1,0,0,1
c9f42fbe-6b07-441e-935c-a61dd9ce1834,5,0,0,1,0,1,0
0e495f28-3c70-4aae-88b4-571351b76973,5,1,0,0,1,0,0
6db0becf-9f91-4318-a2d1-3c43f2b45f8b,2,0,1,0,1,0,0
5a961f08-b4ba-4f4f-b4c8-1360cced3676,4,0,0,1,0,0,1
f5e052c5-26d4-4b22-a54e-14f1884b83fb,4,1,0,0,0,0,1
93592535-9543-4ade-8c23-4be4292e4b3c,5,0,0,1,0,1,0
0e8d7272-8d7c-42af-91dc-cf2d98a71035,4,0,1,0,1,0,0
128d3d90-ff3d-4641-b8b2-693d39bedb0d,3,0,1,0,1,0,0
afb65ac9-3664-48f2-ab0f-58c3c298e370,5,0,1,0,0,0,1
5c57ea08-56da-43b3-a862-db63564de8d8,5,1,0,0,1,0,0
dd3cec50-520b-4364-9917-5266145c67c8,4,0,0,1,0,1,0
ba9240e9-b33f-4f2f-939e-1e6186a725af,4,1,0,0,1,0,0
ebcb6519-66e7-490b-aade-94643607602a,2,0,0,1,1,0,0
b3e50530-2ed2-4909-b46b-8064977fffb3,5,0,1,0,0,0,1
256f2261-d2b0-4e99-93bb-f66e14168701,5,1,0,0,0,0,1
9185b82e-a673-4026-867a-d5206bc63361,4,0,0,1,0,0,1
a1aff73f-3e59-4b39-bfe3-eec9a7b86259,5,0,1,0,0,0,1
5d39baad-d888-4478-bb26-44d1fc470435,4,0,1,0,0,0,1
4b1951b7-f0c5-4b7c-92d2-887a347e9231,4,0,1,0,1,0,0
1428d8fa-9f0f-4f44-8448-07e56df03772,1,1,0,0,0,0,1
9d7062b7-1130-4083-94f6-68e3de68cf1e,5,0,0,1,0,1,0
f7126f5e-4175-4697-a17a-b0992242cb89,3,0,0,1,0,0,1
f145e5e2-1090-4add-922d-c803a009aa80,5,0,0,1,0,0,1
7aab116b-31b4-4071-a7aa-3b5ec3145994,5,1,0,0,0,0,1
989c37cd-f5de-495f-8520-070c075c497f,5,1,0,0,0,0,1
83ce90df-a9ca-4067-a046-0bf55a719cf7,2,0,0,1,0,0,1
53950aca-3c83-499c-92ea-927133c89822,5,0,1,0,0,0,1
73dae1a3-4164-4d19-ac03-f374d96d7e6b,5,0,0,1,0,1,0
9f70d72a-1e47-4e8b-8e41-9f96c138b1c5,4,0,0,1,0,0,1
af2fc1d3-52bc-4200-9d16-05c7d89183f5,5,1,0,0,0,0,1
a17bb015-84a2-4bdd-abbd-12d50253e7f6,5,1,0,0,1,0,0
c005196c-8c85-459a-ba60-e7c77ffef4ca,4,0,1,0,0,0,1
e35e0907-7fef-4ed6-87f7-a5e1f2c631a5,3,0,0,1,0,0,1
57eda0c6-2805-4e27-94f8-7ec2f2a1f4ed,3,0,1,0,0,0,1
ca15c56a-05de-4f63-bdbf-6fbef6ea034b,5,0,0,1,0,0,1
e8c6e0f7-02a8-41fc-aace-531490e554d6,3,0,1,0,1,0,0
cbeb6aee-ad0c-4607-944b-2156804a16b1,4,0,1,0,0,0,1
c865607a-ae9c-4698-81e8-32ac87524f24,5,0,1,0,1,0,0
012c3156-3334-4f5e-a37d-d05287cd9807,4,0,0,1,0,1,0
bcd96005-03c0-4821-9738-18bdf3512769,4,0,0,1,1,0,0
bca4cde1-00eb-4fc2-a126-12b2fb6aee45,4,0,0,1,0,0,1
4a422f48-a07d-4ebf-99a6-f9a84f8a4c19,4,1,0,0,0,0,1
c9bf445b-a6ca-40be-94f8-0c432525e766,3,0,0,1,1,0,0
73e74923-e95c-4f62-b62b-22971d717776,5,1,0,0,1,0,0
a8363de7-24bb-4d34-936f-e3e80a564d95,5,1,0,0,0,0,1
fb4d976a-d210-4052-b814-aafca6f7d63c,3,1,0,0,0,0,1
b9858e6d-4def-48ba-96d1-490672a8fdec,5,0,0,1,0,1,0
6d79b7ce-8bd6-4213-acbe-02bf00d55e71,5,0,1,0,1,0,0
8db829e6-583d-4c5e-9bfe-a534aae4151e,4,0,0,1,0,1,0
548d2775-ae5e-4168-9199-44af130a0276,5,1,0,0,1,0,0
9922d3d0-b585-409d-bab5-57941fae542b,4,1,0,0,0,0,1
5998a62f-55b7-4f89-87e3-781560784a61,1,0,0,1,0,0,1
3d0dc7ac-caf9-4972-879a-9e041a3e9a83,3,1,0,0,0,0,1
677e0235-4646-43db-9678-40e267e34e78,5,0,0,1,0,1,0
5ce288b8-bc90-45c9-8b4c-249c51189e83,2,1,0,0,1,0,0
a9c2424d-996e-4245-ba43-124eaca463f0,4,0,1,0,0,0,1
df0ebc14-4b29-4cb1-86a5-baac0ba1d892,5,1,0,0,0,0,1
d76afdb0-13da-47dd-b775-5a5c5c9aa972,4,1,0,0,0,0,1
d067f39d-ce60-49bf-92c5-7284c9357319,5,0,1,0,0,0,1
5e1b9b1c-6424-4c9b-b0f6-0f7b0699cc38,2,0,1,0,0,0,1
d9d4b95c-1698-41a1-86a7-81baffabeb79,5,0,0,1,0,1,0
aff136f1-d357-47bc-8254-b09cf9c75289,1,1,0,0,0,0,1
e7c5afd7-59fe-4a8b-98ee-230dece980e9,4,0,1,0,0,0,1
0e7368a7-ebb4-4ffc-957c-b6a8ed62cfb1,4,1,0,0,0,0,1
12505226-89bf-4131-8055-a78b12e7bceb,3,0,0,1,0,0,1
ebaf9ef0-a050-41d8-b573-f3ce419cf7e2,4,1,0,0,1,0,0
674c4ad0-82c2-4184-82ea-29186e7bef19,2,0,0,1,1,0,0
31f41148-d872-49d1-a734-1416fa6af544,5,0,0,1,0,0,1
63bb30ea-0339-41fe-b5e1-fc0042bc38a3,3,1,0,0,0,0,1
84755269-9d94-47e5-aeb8-c1f535ef4084,4,0,0,1,1,0,0
1d60f847-935b-4758-96ba-79571e981fc9,4,0,1,0,0,0,1
aaff0d73-30fb-4e28-9eb6-54017f4ca40e,4,0,1,0,0,0,1
affd38e5-8e8f-4b69-8e2f-f9ef1abe0fc4,4,0,0,1,1,0,0
303f84b8-5f77-4958-803e-0669a3ac55b1,4,0,0,1,0,1,0
cfba0282-15a5-45e1-aaad-272bd36bbae9,5,1,0,0,0,0,1
f6b91dd1-539f-4afc-80df-d0a771f73d8e,5,0,1,0,1,0,0
794302b0-fd57-4ce2-85ea-4a92ea0bdde0,4,0,1,0,0,0,1
d28ae543-b988-48c0-b37c-72ac21bf08bc,4,1,0,0,0,0,1
2738cae4-efb7-47b0-bee2-dd76045c5959,4,0,1,0,0,0,1
3a5453dc-5f45-4626-b950-90125de073ba,4,0,1,0,0,0,1
a1d4e6d1-8e97-4a5f-9279-f15736418132,5,0,1,0,1,0,0
d60fa00b-23b2-40d5-8aee-2011190e6b41,1,0,0,1,1,0,0
45044c4c-a57d-4e36-b653-eae034fecb13,5,0,0,1,0,1,0
3dd110ea-2d6d-43ad-a804-4032c7de2b5b,5,0,0,1,1,0,0
031b57df-6675-4fc7-936f-52fc1e22c1f7,4,0,0,1,0,1,0
d0e2cdc3-eb69-419c-9a0f-dc38d0768a41,4,0,1,0,1,0,0
9818b979-f529-4b31-a4ca-fda5435757a7,4,0,1,0,1,0,0
2869c3e8-2a3e-4f1d-b2d6-3782dbe2d9b8,5,0,0,1,1,0,0
ef74fcc6-c97a-4eb3-a52e-b9b597ee22ae,2,0,1,0,1,0,0
f0626875-eb68-4b4a-b9d5-17ac65c60a56,3,0,0,1,1,0,0
16442a6a-2bf4-4fd0-9e01-7a6df0c0af2d,4,0,1,0,0,0,1
a244b096-4d8a-449a-baeb-7eff4b98cdb7,5,1,0,0,0,0,1
0b98ed79-8d17-4496-980d-a3d7d648af62,3,0,0,1,1,0,0
f9bc4093-00c9-48f3-b212-2b2dbe9118b2,3,0,0,1,1,0,0
5ac2e624-0af4-4478-934e-82a83cc1277b,4,0,0,1,0,1,0
36b6d610-f5b4-49fe-a9a7-59ae706a2b94,5,0,1,0,1,0,0
9203a62e-68e3-4550-a4d9-85bae28f5ceb,4,0,1,0,0,0,1
51efb026-11d3-4c6f-ac0f-f2431c0eda84,5,0,1,0,1,0,0
